,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
40,BRLA11,BRL,FII BRLPROIICI  ER,Fundo De Investimento Imobiliario - Brl Prop Ii,0.0,0.0,2023-07-27T18:44:11.000Z,138.0,138.0,138.0 - 138.0,138.0,0.0,138.0,0.0,13.0,0.104,125.0 - 163.7,-25.699997,-0.15699449,125.0,163.7,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,146.12357,-8.123566,-0.05559381,2449.0,1660.0,,Investidor Qualificado,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.05,0.7,20/06/2023,13/06/2023,1.09,0.73,158.47,0.95,25.0,,271.0,494638921.4,150.0,Tijolo,Imóveis Industriais e Logísticos
41,BROF11,BRL,FII BROF    CI  ER,Brpr Corporate Offices Fundo De Investimento Imobiliario,0.33999634,0.48920336,2023-07-28T20:00:00.000Z,69.84,69.99,69.3 - 69.99,69.3,8848.0,69.5,69.3,14.569996,0.2636149,55.27 - 78.0,-8.160004,-0.104615435,55.27,78.0,,,https://brapi.dev/favicon.svg,65.35256,4.4874344,0.06866501,25883.0,13635.0,810898240.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.57,0.94,24/05/2023,17/05/2023,0.05,0.08,106.32,0.66,32.0,,6615.0,1234728584.03,60.9,Tijolo,Lajes Corporativas
42,BTAL11,BRL,FII BTG AGROCI  ER,FII Btg Pactual Agro Logistica,1.2600021,1.3924214,2023-07-28T19:54:32.000Z,91.75,91.97,90.35 - 91.97,90.35,15998.0,90.49,90.49,10.0,0.12232416,81.75 - 102.9,-11.150002,-0.108357646,81.75,102.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,91.44645,0.30355072,0.003319437,10554.0,12575.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.8,0.87,25/05/2023,18/05/2023,0.83,0.9,105.16,0.88,36.0,0.5,43797.0,631254034.31,92.1,Tijolo,Imóveis Industriais e Logísticos
43,BTCI11,BRL,FII BTG CRI CI,Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario,0.030000687,0.32052016,2023-07-28T20:05:00.000Z,9.39,9.42,9.3 - 9.42,9.3,208220.0,9.36,9.37,0.9900007,0.11785723,8.4 - 10.888888,-1.498888,-0.137653,8.4,10.888888,,,https://brapi.dev/favicon.svg,9.188145,0.20185566,0.021969143,236470.0,196781.0,406501568.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.11,1.13,15/06/2023,07/06/2023,0.11,1.14,10.15,0.91,394.0,0.8,75077.0,1019736731.47,9.36,Papel,
44,BTLG11,BRL,FII BTLG    CI  ER,BTG Pactual Logística Fundo de Investimento Imobiliário,1.6700058,1.5783062,2023-07-28T20:05:00.000Z,107.48,107.7,105.82 - 107.7,105.82,199691.0,105.81,105.82,16.380005,0.17980248,91.1 - 107.7,-0.21999359,-0.0020426519,91.1,107.7,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.7872,9.692802,0.099121384,71378.0,84019.0,2264270592.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.74,0.73,23/06/2023,15/06/2023,0.75,0.73,98.55,1.03,131.0,1.87,216538.0,2076223640.11,101.72,Tijolo,Imóveis Industriais e Logísticos
45,BTRA11,BRL,FII BTG TAGRCI,Fundo De Investimento Imobiliario Btg Pactual Terras Agricolas,0.76999664,1.041944,2023-07-28T20:06:00.000Z,74.67,74.94,73.17 - 74.94,73.17,11245.0,73.9,73.9,1.5,0.020500205,73.17 - 96.45,-21.779999,-0.22581647,73.17,96.45,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.3544,-8.684402,-0.10418649,8494.0,14163.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.8,1.0,31/05/2023,24/05/2023,0.81,1.01,117.87,0.67,30.0,0.24,20959.0,398353881.32,79.98,Fundo Misto,Indefinido
46,BTSG11,BRL,FII BTSP I  CI,Imob IV Fundo De Investimento Imobiliario,0.0,0.0,2023-07-14T16:46:12.000Z,140.0,140.0,140.0 - 140.0,140.0,0.0,140.0,0.0,89.5,1.7722772,50.5 - 141.385,-1.3849945,-0.009795909,50.5,141.385,,,https://brapi.dev/favicon.svg,108.99382,31.00618,0.2844765,6206.0,6206.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.87,,15/06/2023,31/05/2023,0.86,,137.7,0.73,3.0,,58.0,106722270.7,,Tijolo,Imóveis Industriais e Logísticos
47,BTSI11,BRL,,Btsp II Fundo De Investimento Imobiliario - Fii,0.0,0.0,2023-07-27T14:36:25.000Z,95.29,95.29,95.29 - 95.29,95.29,0.0,95.29,0.0,0.27999878,0.0029470453,95.01 - 105.0,-9.709999,-0.09247618,95.01,105.0,,,https://brapi.dev/favicon.svg,98.526665,-3.2366638,-0.032850638,14523.0,14523.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.72,,31/05/2023,24/05/2023,0.36,,104.48,,,,103.0,245328809.27,,Sem categoria,
48,BTSI11,BRL,,Btsp II Fundo De Investimento Imobiliario - Fii,0.0,0.0,2023-07-27T14:36:25.000Z,95.29,95.29,95.29 - 95.29,95.29,0.0,95.29,0.0,0.27999878,0.0029470453,95.01 - 105.0,-9.709999,-0.09247618,95.01,105.0,,,https://brapi.dev/favicon.svg,98.526665,-3.2366638,-0.032850638,14523.0,14523.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.72,,31/05/2023,24/05/2023,0.36,,104.48,,,,103.0,245328809.27,,Fundo Misto,Indefinido
49,BTWR11,BRL,FII BTOWERS CI,Btowers Fundo Investimento Imobiliario,0.47000122,0.44119143,2023-03-21T20:00:00.000Z,107.0,107.0,107.0 - 107.0,107.0,0.0,106.53,0.0,1.9100037,0.018174933,105.09 - 107.0,0.0,0.0,105.09,107.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,105.560814,1.4391861,0.013633715,3.0,749.0,,Investidor Qualificado,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.72,,15/06/2023,31/05/2023,0.48,,112.02,0.96,4.0,,61.0,90638912.19,,Fundo Misto,Fundo de Desenvolvimento
50,BZLI11,BRL,FII BRREALTYCI,Brazil Realty Fundo Investimento Imobiliario,0.0,0.0,2023-07-28T19:01:54.000Z,17.0,17.0,17.0 - 17.0,17.0,1.0,17.0,17.0,1.8500004,0.12211224,15.15 - 19.79,-2.790001,-0.14098033,15.15,19.79,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,17.27255,-0.27255058,-0.015779406,6.0,0.0,,,,,,,,,,,,,,,,,,
51,CACR11,BRL,CARTESIA FIICI,Supernova Fundo De Investimento Imobiliario - Recebiveis Imobiliarios,0.7999954,0.7533623,2023-07-28T20:00:00.000Z,106.99,106.99,105.95 - 106.99,105.95,6768.0,106.19,106.2,1.0400009,0.00981596,105.95 - 106.99,0.0,0.0,105.95,106.99,,,https://s3-symbol-logo.tradingview.com/cartesia-fiici--big.svg,,,,,,,Investidores em Geral,BANCO DAYCOVAL S.A.,1.52,1.42,09/06/2023,31/05/2023,1.47,1.37,106.31,1.02,6.0,0.35,9752.0,186195662.16,106.98,Papel,Papéis
52,CARE11,BRL,FII DEA CARECI,Máxima Renda Corporativa Fundo de Investimento Imobiliário - FII,-0.01999998,-1.0204072,2023-07-28T20:00:00.000Z,1.94,1.98,1.94 - 1.98,1.94,6897.0,1.96,1.96,0.1400001,0.07777784,1.8 - 4.88,-2.94,-0.602459,1.8,4.88,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,2.4276,-0.48759985,-0.20085676,13508.0,5426.0,69393608.0,Investidores em Geral,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.01,0.23,15/09/2021,06/09/2021,0.0,0.11,8.17,0.24,12.0,0.06,11821.0,298211981.52,3.7,Fundo Misto,Indefinido
53,CBOP11,BRL,FII C BRANCOCI,Castello Branco Off Park Fund In Im,0.0099983215,0.0278971,2023-07-28T19:41:53.000Z,35.85,36.18,35.49 - 36.18,35.49,370.0,35.84,35.99,1.3099976,0.03792697,34.54 - 62.34,-26.490002,-0.42492783,34.54,62.34,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,43.5899,-7.7399025,-0.17756183,243.0,239.0,50727748.0,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,0.12,0.32,15/06/2023,31/05/2023,0.43,1.17,73.87,0.49,661.0,,3507.0,104467289.61,37.0,Tijolo,Lajes Corporativas
54,CCME11,BRL,FII CANUMA  CI  ES,Canuma Capital Multiestrategia Fundo De Investimento Imobiliario,0.020004272,0.019669885,2023-07-28T14:15:34.000Z,101.72,101.72,101.72 - 101.72,101.72,2.0,101.7,101.72,11.709999,0.13009664,90.01 - 130.05,-28.330002,-0.2178393,90.01,130.05,,,https://brapi.dev/favicon.svg,105.50779,-3.7877884,-0.035900556,1.0,3.0,272688960.0,Investidor Qualificado,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.9,,16/06/2023,09/06/2023,0.59,,100.7,1.09,143.0,,77.0,304572769.74,,Fundo Misto,Indefinido
55,CCRF11,BRL,RBR CRI FII CI  ER,Canvas Cri - Fundo De Investimento Imobiliario,0.5,0.55561733,2023-07-28T18:26:51.000Z,90.49,90.49,89.99 - 90.49,89.99,4.0,89.99,90.0,13.269997,0.17184663,77.22 - 100.0,-9.510002,-0.09510002,77.22,100.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.9351,2.5549011,0.029054396,41.0,44.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.57,0.68,25/05/2023,18/05/2023,0.85,1.01,97.67,0.85,108.0,,321.0,156586009.7,84.0,Papel,Papéis
56,CEOC11,BRL,FII CEO CCP CI,Fundo de Investimento Imobiliário FII CEO Cyrela Fund,-0.060001373,-0.09499901,2023-07-28T19:45:12.000Z,63.1,63.95,62.7 - 63.95,62.7,580.0,63.16,63.5,12.5,0.24703558,50.6 - 69.02,-5.919998,-0.08577222,50.6,69.02,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,56.09615,7.003849,0.12485436,1412.0,779.0,114570664.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.64,1.12,15/06/2023,07/06/2023,0.57,1.0,78.51,0.73,9.0,,4877.0,142446479.8,57.07,Tijolo,Lajes Corporativas
57,CFHI11,BRL,FII CF2     CI,Cf2 Real Estate Investment Fund,0.0,0.0,2023-07-10T16:50:21.000Z,935.66,935.66,935.66 - 935.66,935.66,0.0,935.66,0.0,0.0,0.0,935.66 - 935.66,0.0,0.0,935.66,935.66,,,https://brapi.dev/favicon.svg,935.66,0.0,0.0,700.0,700.0,,Investidor Qualificado,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,36.51,,22/07/2021,15/07/2021,3.04,,815.38,,,,54.0,65836344.85,,Fundo Misto,Fundo de Desenvolvimento
58,CJCT11,BRL,FII CJCTOWERCI,Cidade Jardim Continental Tower Fundo De Investimento Imobiliario,-0.98999786,-1.5114472,2023-07-28T19:53:56.000Z,64.51,65.5,64.5 - 65.5,64.5,1170.0,65.5,65.49,4.510002,0.0751667,60.0 - 90.04,-25.529999,-0.28354064,60.0,90.04,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.4612,-5.951195,-0.084460594,350.0,524.0,,Investidor Qualificado,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,3.51,3.92,17/11/2022,07/11/2022,1.76,1.96,66.18,0.96,89.0,,1169.0,208952883.27,89.68,Tijolo,Lajes Corporativas
59,CJCT11,BRL,FII CJCTOWERCI,Cidade Jardim Continental Tower Fundo De Investimento Imobiliario,-0.98999786,-1.5114472,2023-07-28T19:53:56.000Z,64.51,65.5,64.5 - 65.5,64.5,1170.0,65.5,65.49,4.510002,0.0751667,60.0 - 90.04,-25.529999,-0.28354064,60.0,90.04,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.4612,-5.951195,-0.084460594,350.0,524.0,,Investidor Qualificado,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,17.56,19.58,21/06/2023,07/11/2022,1.76,1.96,66.18,0.96,89.0,,1169.0,208952883.27,89.68,Tijolo,Lajes Corporativas
60,CNES11,BRL,FII CENESP  CI,Fundo De Investimento Imobiliario Bm Cenesp - Fii - Inicio De Negociacao,-0.3899994,-1.3732373,2023-07-28T15:19:11.000Z,28.01,28.2,28.01 - 28.2,28.01,133.0,28.4,28.06,2.0100002,0.0773077,26.0 - 41.0,-12.99,-0.31682926,26.0,41.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,30.20545,-2.1954498,-0.0726839,163.0,163.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.07,0.26,30/05/2023,23/05/2023,0.11,0.41,89.27,0.34,367.0,,1779.0,262628152.78,27.0,Tijolo,Lajes Corporativas
61,COPP11,BRL,FII COPP    CI,Corporate Office Properties Fii Fundo De Investimento Imobiliario,0.0,0.0,2023-07-20T18:48:00.000Z,100.0,100.0,100.0 - 100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0 - 100.0,0.0,0.0,100.0,100.0,,,https://brapi.dev/favicon.svg,100.0,0.0,0.0,7062.0,5300.0,158308992.0,,,,,,,,,,,,,,,,,
62,CPFF11,BRL,FII CAP REITCI,Capitania Reit FOF - Fundo De Investimento Imobiliario,-0.20999908,-0.28501505,2023-07-28T19:54:41.000Z,73.47,74.1,73.34 - 74.1,73.34,2561.0,73.68,73.69,19.54,0.36232156,53.93 - 76.98,-3.5100021,-0.045596283,53.93,76.98,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,65.17605,8.293953,0.12725462,6298.0,5523.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.45,0.68,19/06/2023,09/06/2023,0.52,0.78,78.09,0.86,29.0,0.15,10413.0,201913966.66,65.9,Papel,Fundo de Fundos
63,CPSH11,BRL,FII CPSH    CI  ER,Capitania Shoppings Fundo De Investimento Imobiliario,-0.08999634,-0.07641703,2023-07-28T19:33:25.000Z,117.68,117.75,115.7 - 117.75,115.7,627.0,117.77,117.74,15.169998,0.14798555,102.51 - 118.0,-0.3199997,-0.0027118619,102.51,118.0,,,https://brapi.dev/favicon.svg,112.79389,4.8861084,0.04331891,941.0,345.0,,,,,,,,,,,,,,,,,,
64,CPTR11,BRL,FIAGRO CPTR CI  ER,Capitania Agro Strategies - Fiagro - Imobiliario Fund,0.22000122,0.22857271,2023-07-28T20:05:00.000Z,96.47,96.47,96.17 - 96.47,96.17,13874.0,96.25,96.29,2.4400024,0.025949191,94.03 - 109.75,-13.279999,-0.121002264,94.03,109.75,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,97.6907,-1.2206955,-0.012495514,17144.0,16939.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.4,1.42,20/06/2023,13/06/2023,1.49,1.51,98.38,1.0,56.0,,16526.0,407107012.96,98.49,Fiagro,Fiagro
65,CPTS11,BRL,FII CAPI SECCI  ER,Capitania Securities II Fundo Investimento Imobiliario FII,0.69999695,0.8285948,2023-07-28T20:05:00.000Z,85.18,85.24,84.2 - 85.24,84.2,52862.0,84.48,84.5,11.029999,0.14875251,74.15 - 93.2,-8.019997,-0.08605147,74.15,93.2,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.4632,3.7167969,0.04562547,71161.0,74970.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.85,1.04,20/06/2023,13/06/2023,0.84,1.02,89.38,0.92,209.0,2.28,223253.0,2893919455.86,81.87,Papel,Papéis
66,CRAA11,BRL,FIAGRO CRAA CI,Sparta Fiagro Fundo De Investimento Nas Cadeias Produtivas Agroindustriais - Imobiliario,0.59000397,0.5736548,2023-07-28T19:24:51.000Z,103.44,103.45,102.85 - 103.45,102.85,1481.0,102.85,102.9,3.4300003,0.034296572,100.01 - 104.74,-1.2999954,-0.012411643,100.01,104.74,,,https://brapi.dev/favicon.svg,103.2484,0.19160461,0.0018557636,1292.0,1618.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.5,1.43,15/06/2023,07/06/2023,0.39,0.37,102.01,1.01,2.0,,341.0,30490341.05,104.74,Fiagro,
67,CRFF11,BRL,FII CX RBRA2CI,Caixa Rio Bravo Fundo De Fundos De Investimento Imobiliario II-Cotas,-0.98999786,-1.2374973,2023-07-28T19:35:32.000Z,79.01,79.9,79.01 - 79.9,79.01,40.0,80.0,79.01,20.010002,0.33915257,59.0 - 85.05,-6.040001,-0.07101706,59.0,85.05,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.875,9.135002,0.13073349,753.0,940.0,54520060.0,Investidores em Geral,CAIXA ECONOMICA FEDERAL,0.61,0.84,13/06/2023,01/06/2023,0.62,0.84,84.19,0.92,365.0,,1599.0,59623328.53,73.0,Papel,Fundo de Fundos
68,CTXT11,BRL,FII C TEXTILCI,Fundo Invest Imobiliario Centro Textil Internacional - Cotas Fund,0.2300005,1.7477242,2023-07-28T20:05:00.000Z,13.39,13.73,12.08 - 13.73,12.08,597.0,13.16,12.08,3.1900005,0.31274515,10.2 - 16.0,-2.6099997,-0.16312498,10.2,16.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,11.9374,1.4526005,0.12168483,326.0,205.0,38868092.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.01,0.04,16/07/2021,08/07/2021,0.03,0.14,39.92,0.33,700.0,,3021.0,105732421.96,23.22,Tijolo,Lajes Corporativas
69,CVBI11,BRL,FII VBI CRI CI,Fundo De Investimento Imobiliario VBI Credito,0.19000244,0.20652439,2023-07-28T20:00:00.000Z,92.19,92.34,91.55 - 92.34,91.55,23020.0,92.0,92.0,8.880005,0.106589906,83.31 - 98.79,-6.5999985,-0.066808365,83.31,98.79,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.1906,2.999405,0.03362916,29978.0,28167.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.1,1.22,16/06/2023,09/06/2023,0.96,1.06,95.2,0.94,84.0,0.88,74706.0,1049548113.63,90.44,Papel,Papéis
70,CXAG11,BRL,FII CAIXA AGCI,Fundo De Investimento Imobiliario Caixa Agencias,0.0,0.0,2023-07-28T19:52:13.000Z,88.02,88.69,87.5 - 88.69,87.5,1182.0,88.02,88.02,13.409996,0.17973457,74.61 - 89.99,-1.9700012,-0.021891335,74.61,89.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.65765,9.362343,0.11902647,1389.0,1127.0,184016368.0,Investidores em Geral,OLIVEIRA TRUST DTVM S.A.,0.75,0.95,19/06/2023,31/05/2023,0.78,0.98,114.69,0.69,2.0,,11550.0,239814927.08,78.92,Tijolo,Agências de Bancos
71,CXCI11,BRL,FII CAIXA CICI,Fundo De Investimento Imobiliario Caixa Carteira Imobiliaria,0.0,0.0,2023-07-28T20:00:00.000Z,86.43,87.98,86.43 - 87.98,86.43,380.0,86.43,86.8,15.43,0.21732394,71.0 - 89.92,-3.4899979,-0.038812254,71.0,89.92,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.47245,7.95755,0.10140565,2011.0,729.0,177849600.0,Investidores em Geral,CAIXA ECONOMICA FEDERAL,0.84,1.05,15/06/2023,07/06/2023,0.83,1.04,89.48,0.9,987.0,,5405.0,191395205.99,80.0,Fundo Misto,Indefinido
72,CXCO11,BRL,FII CEF CORPCI,Fundo De Investimento Imobiliario Caixa Imoveis Corporativos,0.91999817,1.0864409,2023-07-28T20:05:00.000Z,85.6,85.67,85.02 - 85.67,85.02,1267.0,84.68,85.39,20.57,0.31631556,65.03 - 85.92,-0.3199997,-0.0037243913,65.03,85.92,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,72.71315,12.886848,0.17722858,2763.0,2442.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.74,0.99,15/06/2023,31/05/2023,0.73,0.97,99.52,0.74,5.0,,13463.0,390791606.69,74.71,Tijolo,Lajes Corporativas
73,CXRI11,BRL,FII CX RBRAVCI,CXFI - Caixa Rio Bravo Fundo Fundos,-0.5,-0.6329114,2023-07-28T19:16:19.000Z,78.5,79.02,78.5 - 79.02,78.5,331.0,79.0,78.51,19.29,0.32578957,59.21 - 85.0,-6.5,-0.07647059,59.21,85.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,66.98595,11.514053,0.17188759,918.0,315.0,,Investidores em Geral,CAIXA ECONOMICA FEDERAL,0.56,0.81,13/06/2023,01/06/2023,0.56,0.82,82.17,0.89,372.0,,2351.0,135271947.76,69.0,Papel,Fundo de Fundos
74,CXTL11,BRL,FII CX TRX  CI,Fundo De Investimento Imobiliário Caixa Trx Logística Renda,-3.1900024,-1.003177,2023-07-28T19:51:19.000Z,314.8,316.99,300.0 - 316.99,300.0,67.0,317.99,300.0,49.789978,0.1878796,265.01 - 449.99,-135.19,-0.3004289,265.01,449.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,360.3319,-45.53192,-0.12636106,79.0,166.0,16872334.0,Investidores em Geral,CAIXA ECONOMICA FEDERAL,15.17,4.46,15/06/2023,31/05/2023,15.03,4.42,436.49,0.77,195.0,,660.0,22617260.06,339.99,Tijolo,Imóveis Industriais e Logísticos
75,CYCR11,BRL,FII CYRELA  CI,Cyrela Credito - Fundo De Investimento Imobiliario,0.03999996,0.43907753,2023-07-28T20:05:00.000Z,9.15,9.17,9.1 - 9.17,9.1,54035.0,9.11,9.14,1.3399997,0.17157486,7.81 - 9.748,-0.5980005,-0.06134597,7.81,9.748,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.49074,0.6592598,0.077644564,39836.0,46269.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.11,1.21,15/06/2023,31/05/2023,0.1,1.18,9.71,0.89,42.0,0.13,9839.0,159820436.8,8.7,Fundo Misto,Indefinido
76,DCRA11,BRL,FIAGRO DEVANCI,Devant Fundo De Investimento Nas Cadeias Produtivas Agroindustriais - Fiagro-Imobiliario,-0.03999996,-0.4197268,2023-07-28T20:05:00.000Z,9.49,9.54,9.42 - 9.54,9.42,20074.0,9.53,9.54,0.8899994,0.103488296,8.6 - 9.9,-0.40999985,-0.041414127,8.6,9.9,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,9.1169,0.37309933,0.040923923,27196.0,22767.0,,Investidores em Geral,BANCO DAYCOVAL S.A.,0.13,1.43,15/06/2023,07/06/2023,0.12,1.33,9.62,0.93,31.0,,14297.0,64986230.68,9.07,Fiagro,Fiagro
77,DEVA11,BRL,FII DEVANT  CI,Devant Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-1.3600006,-2.4164903,2023-07-28T20:06:00.000Z,54.92,56.28,54.55 - 56.28,54.55,61041.0,56.28,56.28,11.709999,0.27100205,43.21 - 99.8,-44.880005,-0.44969943,43.21,99.8,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.22705,-19.307053,-0.26010805,41903.0,37108.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.65,0.95,15/06/2023,07/06/2023,0.91,1.33,93.36,0.67,117.0,0.76,135775.0,1322282171.26,68.52,Papel,Papéis
78,DPRO11,BRL,FII DEVA PROCI,Devant Properties Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T17:27:54.000Z,96.14,96.14,96.14 - 96.14,96.14,0.0,96.14,0.0,9.889999,0.11466666,86.25 - 103.6,-7.459999,-0.072007716,86.25,103.6,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.02664,-0.88664246,-0.009138134,103.0,3.0,,Investidores em Geral,BANCO DAYCOVAL S.A.,0.8,,15/06/2023,07/06/2023,0.85,,96.45,1.0,52.0,,141.0,35948477.34,,Fundo Misto,Indefinido
79,DVFF11,BRL,FII DEVA FOFCI,Fundo De Investimento Imobiliario - Devant Fundo De Fundos Imobiliarios,0.7799988,0.92625433,2023-07-28T19:39:40.000Z,84.99,84.99,83.56 - 84.99,83.56,322.0,84.21,84.2,23.699997,0.38668618,61.29 - 85.95,-0.9599991,-0.011169274,61.29,85.95,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.7171,13.272896,0.18507296,1768.0,300.0,93569736.0,Investidores em Geral,BANCO DAYCOVAL S.A.,0.8,1.08,15/06/2023,07/06/2023,0.74,1.0,88.83,0.84,3.0,,679.0,101166724.19,74.2,Papel,Fundo de Fundos
80,EDGA11,BRL,FII GALERIA CI,Fundo de Investimento Imobiliario - FII Edificio Galeria,0.0,0.0,2023-07-28T19:50:50.000Z,21.0,21.1,21.0 - 21.1,21.0,214.0,21.0,21.0,4.1000004,0.24260359,16.9 - 23.65,-2.6499996,-0.11205073,16.9,23.65,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,19.2337,1.7663002,0.091833614,1726.0,1760.0,80053264.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.15,0.77,31/05/2023,24/05/2023,0.13,0.66,61.25,0.31,2.0,,5729.0,233500304.65,19.33,Tijolo,Lajes Corporativas
81,EGAF11,BRL,FIAGRO ECO  CI,Ecoagro I Fundo De Investimento Nas Cadeias Produtivas Agroindustriais Fiagro Imobiliario,-0.2899933,-0.29013836,2023-07-28T19:52:24.000Z,99.66,100.47,99.66 - 100.47,99.66,4833.0,99.95,100.0,3.090004,0.031997558,96.57 - 110.0,-10.339996,-0.09399997,96.57,110.0,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,100.5794,-0.91939545,-0.009140992,4838.0,5130.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.47,1.45,15/06/2023,07/06/2023,2.06,2.03,98.07,1.03,5.0,,4519.0,110252801.19,101.45,Fiagro,Fiagro
