,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
19,FII CAPI SEC,18.979.895/0001-13,"52.965,00",4347896.85,FII,30/12/2022,BCIA11
20,FII D PEDRO,10.869.155/0001-12,"61,00",131455.0,FII,30/12/2022,BCIA11
21,FII JS REAL,13.371.132/0001-71,"198.327,00",14477871.0,FII,30/12/2022,BCIA11
22,FII KINEA,30.091.444/0001-40,"11.100,00",870462.0,FII,30/12/2022,BCIA11
23,FII KINEA RI,16.706.958/0001-32,"206.994,00",20428237.86,FII,30/12/2022,BCIA11
24,FII MAUA,23.648.935/0001-84,"131.497,00",11558586.3,FII,30/12/2022,BCIA11
25,FII OLIMPIA,15.296.696/0001-12,"10.545,00",1036257.15,FII,30/12/2022,BCIA11
26,FII RBR PROP,21.408.063/0001-51,"15.200,00",775048.0,FII,30/12/2022,BCIA11
27,FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"133.661,00",11256929.42,FII,30/12/2022,BCIA11
28,FII RBRALPHA,27.529.279/0001-51,"37.800,00",2601396.0,FII,30/12/2022,BCIA11
29,FII RIO BRAVO RENDA EDUCACIONAL,13.873.457/0001-52,"33.505,00",3943538.5,FII,30/12/2022,BCIA11
30,FII RIO NEGRO,15.006.286/0001-90,"25.736,00",1254115.28,FII,30/12/2022,BCIA11
31,FII TORRE ALMIRANTE,07.122.725/0001-00,"2.544,00",2343024.0,FII,30/12/2022,BCIA11
32,FII XP MALLS,28.757.546/0001-00,"119.101,00",15701183.68,FII,30/12/2022,BCIA11
33,FIM IMOB BM EDIFÍCIO GALERIA FII,15.333.306/0001-37,"1.500,00",28575.0,FII,30/12/2022,BCIA11
34,FUNDO DE INVESTIMENTO IMOBILIARIO FI IMO,08.924.783/0001-01,"144.769,00",8573220.18,FII,30/12/2022,BCIA11
35,FUNDO INVEST IMOB RIO BRAVO RENDA CORP,03.683.056/0001-86,"30.423,00",15763323.3,FII,30/12/2022,BCIA11
36,HEDGE TOP FOFII 3 FII,18.307.582/0001-19,"12.300,00",857187.0,FII,30/12/2022,BCIA11
37,HG REAL ESTATE-FUNDO DE INVESTIMENTO IMO,09.072.017/0001-29,"105.881,00",13024421.81,FII,30/12/2022,BCIA11
38,HSI LOGÍSTICA FII,32.903.621/0001-71,"6.197,00",550913.3,FII,30/12/2022,BCIA11
39,HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁ,32.892.018/0001-31,"143.945,00",11780458.8,FII,30/12/2022,BCIA11
40,JRDM - FII SHOPJSUL,14.879.856/0001-93,"3.367,00",272727.0,FII,30/12/2022,BCIA11
41,KINEA HIGH YIELD CRI FDO INV IMOB - FII,30.130.708/0001-28,"110.835,00",10840771.35,FII,30/12/2022,BCIA11
42,KINEA ÍNDICES DE PREÇOS FDO INV IMOB - F,24.960.430/0001-13,"229.258,00",21080273.1,FII,30/12/2022,BCIA11
43,KINEA RENDA IMOBILIARIA FUNDO DE INVESTI,12.005.956/0001-65,"63.824,00",8948124.8,FII,30/12/2022,BCIA11
44,KINEA RENDIMENTOS FII,35.864.448/0001-38,"119.865,00",10356336.0,FII,30/12/2022,BCIA11
45,LOGCP FII CLOSED FUND,34.598.181/0001-11,"84.155,00",6951203.0,FII,30/12/2022,BCIA11
46,SDI LOGISTICA RIO - FUNDO DE INVESTIMENT,16.671.412/0001-93,"84.103,00",11061078.0,FII,30/12/2022,BCIA11
47,VINCI LOGÍSTICA FDO INV IMOB - FII,24.853.044/0001-22,"8.371,00",836514.03,FII,30/12/2022,BCIA11
48,VINCI SHOPPING CENTERS FDO INVEST IMOB,17.554.274/0001-25,"50.384,00",5351788.48,FII,30/12/2022,BCIA11
49,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28.516.301/0001-91,"150.898,00",12266498.42,FII,30/12/2022,BCIA11
50,XP LOG FII,26.502.794/0001-85,"109.048,00",10804475.84,FII,30/12/2022,BCIA11
0,FII DEVANT - DEVA11,37.087.810/0001-37,"262.000,00",22859500.0,FII,30/12/2022,BCRI11
1,FII HECTARE - HCTR11,30.248.180/0001-96,"199.411,00",19988958.64,FII,30/12/2022,BCRI11
2,FII VERS CRI - VSLH11,36.244.015/0001-42,"1.848.470,00",16802592.3,FII,30/12/2022,BCRI11
3,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"450.358,37",25740395.99,Outros,30/12/2022,BCRI11
0,BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO- BLMG11,23.426.470/0001-17,"3.249.521,00",296291974.8,FII,31/12/2022,BLMG11
0,FII AFHI CRI-AFHI11,36.642.293/0001-58,"140,00",12973.8,FII,31/03/2023,BLMR11
1,FII AUTONOMY-AIEC11,35.765.826/0001-26,"93.037,00",5675257.0,FII,31/03/2023,BLMR11
2,FII BB PRGII-BBPO11,14.410.722/0001-29,"39.160,00",3317635.2,FII,31/03/2023,BLMR11
3,FII BLUE AAA-BLCA11,41.076.748/0001-55,"10.451,00",1149610.0,FII,31/03/2023,BLMR11
4,FII BLUE CRI-BLMC11,38.294.221/0001-92,"117.366,00",8919816.0,FII,31/03/2023,BLMR11
5,FII BLUE LOG-BLMG11,34.081.637/0001-71,"316.992,00",19060728.96,FII,31/03/2023,BLMR11
6,FII BRL1776 - BLUEMACAW OFFICE II FII-BLMO11,34.895.894/0001-47,"154,00",3233846.0,FII,31/03/2023,BLMR11
7,FII BC FUND-BRCR11,08.924.783/0001-01,"154.158,00",8136459.24,FII,31/03/2023,BLMR11
8,FII BTLG-BTLG11,11.839.593/0001-09,"137.557,00",12997760.93,FII,31/03/2023,BLMR11
9,FII CANVAS-CCRF11,40.011.268/0001-43,"119.053,00",9227798.03,FII,31/03/2023,BLMR11
10,FII DEVANT-DEVA11,37.087.810/0001-37,"41,00",2291.9,FII,31/03/2023,BLMR11
11,FII GLPG CRI-GCRI11,38.293.897/0001-61,"12.406,00",1102769.34,FII,31/03/2023,BLMR11
12,FII HABIT II-HABT11,30.578.417/0001-05,"134,00",11517.3,FII,31/03/2023,BLMR11
13,FII HECTARE-HCTR11,30.248.180/0001-96,"278,00",16399.22,FII,31/03/2023,BLMR11
14,FII CSHG CRI-HGCR11,11.160.521/0001-22,"115,00",11843.85,FII,31/03/2023,BLMR11
15,FII CSHG LOG-HGLG11,11.728.688/0001-47,"145,00",23268.15,FII,31/03/2023,BLMR11
16,FII CSHG URB-HGRU11,29.641.226/0001-53,"33.666,00",3878996.52,FII,31/03/2023,BLMR11
17,FII HSI CRI-HSAF11,35.360.687/0001-50,"33.127,00",2610407.6,FII,31/03/2023,BLMR11
18,FII BREI-IBCR11,40.011.251/0001-96,"50.163,00",3906192.81,FII,31/03/2023,BLMR11
19,FII IRIDIUM-IRDM11,28.830.325/0001-10,"117,00",9413.82,FII,31/03/2023,BLMR11
20,FII JS REAL-JSRE11,13.371.132/0001-71,"124.797,00",7677511.44,FII,31/03/2023,BLMR11
21,FII KILIMA-KISU11,36.669.660/0001-07,"490,00",3797.5,FII,31/03/2023,BLMR11
22,FII BRL2276 - KILIMA VOLK REC IMOB FII-KIVO11,42.273.325/0001-98,"100,00",8700.0,FII,31/03/2023,BLMR11
23,FII KINEA IP-KNIP11,24.960.430/0001-13,"93.341,00",8571504.03,FII,31/03/2023,BLMR11
24,FII KINEA SC-KNSC11,35.864.448/0001-38,"156,00",13451.88,FII,31/03/2023,BLMR11
25,FII VBI LOG-LVBI11,30.629.603/0001-18,"82.192,00",7788513.92,FII,31/03/2023,BLMR11
26,FII MOGNO HG-MGCR11,35.652.204/0001-91,"25.000,00",1979750.0,FII,31/03/2023,BLMR11
27,FII MOGNO HT-MGHT11,34.197.776/0001-65,"10.924,00",674993.96,FII,31/03/2023,BLMR11
28,FII MAXI REN-MXRF11,97.521.225/0001-25,"989.285,00",10268778.3,FII,31/03/2023,BLMR11
29,FII BRL1778 - RBR LOG FII-RBRL11,35.705.463/0001-33,"145.247,00",10186172.11,FII,31/03/2023,BLMR11
30,FII RBR PROP-RBRP11,21.408.063/0001-51,"100,00",4392.0,FII,31/03/2023,BLMR11
31,FII RBRHGRAD-RBRR11,29.467.977/0001-03,"2.591,00",223344.2,FII,31/03/2023,BLMR11
32,FII UBS (BR)-RECR11,28.152.272/0001-26,"167,00",12900.75,FII,31/03/2023,BLMR11
33,FII ROOFTOPI-ROOF11,38.456.598/0001-09,"4.915,00",4915000.0,FII,31/03/2023,BLMR11
34,FII SANT REN-SARE11,32.903.702/0001-71,"4.135,00",230733.0,FII,31/03/2023,BLMR11
35,FII MOGNO LG - SNLG11,40.041.711/0001-29,"50.161,00",1889564.87,FII,31/03/2023,BLMR11
36,FII URCA REN-URPR11,34.508.872/0001-87,"462,00",43335.6,FII,31/03/2023,BLMR11
37,FII VALORAIP-VGIP11,34.197.811/0001-46,"18,00",1434.42,FII,31/03/2023,BLMR11
38,FII VINC COR-VINO11,12.516.185/0001-70,"38.982,00",1537060.26,FII,31/03/2023,BLMR11
39,FII FATOR VE-VRTA11,11.664.201/0001-00,"100,00",8546.0,FII,31/03/2023,BLMR11
40,FII XP LOG-XPLG11,26.502.794/0001-85,"135.497,00",12788206.86,FII,31/03/2023,BLMR11
41,FII XP MALLS-XPML11,28.757.546/0001-00,"34.738,00",3317131.62,FII,31/03/2023,BLMR11
42,MEZANINO ESTRUTURADO FII,17.156.502/0001-09,"69.727,00",6729690.1,FII,31/03/2023,BLMR11
43,PRIME HOTELS FII,43.564.551/0001-90,"120.385,00",13023004.75,FII,31/03/2023,BLMR11
44,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"21.821,97",2665620.44,Outros,31/03/2023,BLMR11
0,FII AFHI CRI-AFHI11,36.642.293/0001-58,"140,00",13300.0,FII,30/12/2022,BLMR11
1,FII AUTONOMY-AIEC11,35.765.826/0001-26,"93.037,00",6461419.65,FII,30/12/2022,BLMR11
2,FII BB PRGII-BBPO11,14.410.722/0001-29,"39.160,00",3348180.0,FII,30/12/2022,BLMR11
3,FII BLUE AAA-BLCA11,41.076.748/0001-55,"10.451,00",1045100.0,FII,30/12/2022,BLMR11
4,FII BLUE CRI-BLMC11,38.294.221/0001-92,"117.366,00",9389280.0,FII,30/12/2022,BLMR11
5,FII BLUE LOG-BLMG11,34.081.637/0001-71,"316.991,00",23618999.41,FII,30/12/2022,BLMR11
6,FII BRL1776 - BLUEMACAW OFFICE II FII-BLMO11,34.895.894/0001-47,"78,00",1560000.0,FII,30/12/2022,BLMR11
7,FII BC FUND-BRCR11,08.924.783/0001-01,"154.158,00",9129236.76,FII,30/12/2022,BLMR11
8,FII BTLG-BTLG11,11.839.593/0001-09,"137.557,00",13810722.8,FII,30/12/2022,BLMR11
9,FII CANVAS-CCRF11,40.011.268/0001-43,"119.053,00",10001642.53,FII,30/12/2022,BLMR11
10,FII DEVANT-DEVA11,37.087.810/0001-37,"41,00",3577.25,FII,30/12/2022,BLMR11
11,FII GLPG CRI-GCRI11,38.293.897/0001-61,"12.406,00",1152889.58,FII,30/12/2022,BLMR11
12,FII HABIT II-HABT11,30.578.417/0001-05,"134,00",12055.98,FII,30/12/2022,BLMR11
13,FII HECTARE-HCTR11,30.248.180/0001-96,"278,00",27866.72,FII,30/12/2022,BLMR11
14,FII CSHG CRI-HGCR11,11.160.521/0001-22,"115,00",11747.25,FII,30/12/2022,BLMR11
15,FII CSHG LOG-HGLG11,11.728.688/0001-47,"145,00",23852.5,FII,30/12/2022,BLMR11
16,FII CSHG URB-HGRU11,29.641.226/0001-53,"33.666,00",4113648.54,FII,30/12/2022,BLMR11
17,FII HSI CRI-HSAF11,35.360.687/0001-50,"33.127,00",2613720.3,FII,30/12/2022,BLMR11
18,FII BREI-IBCR11,40.011.251/0001-96,"50.163,00",4288936.5,FII,30/12/2022,BLMR11
19,FII IRIDIUM-IRDM11,28.830.325/0001-10,"117,00",10804.95,FII,30/12/2022,BLMR11
20,FII JS REAL-JSRE11,13.371.132/0001-71,"124.797,00",9110181.0,FII,30/12/2022,BLMR11
21,FII KILIMA-KISU11,36.669.660/0001-07,"490,00",3969.0,FII,30/12/2022,BLMR11
22,FII BRL2276 - KILIMA VOLK REC IMOB FII-KIVO11,42.273.325/0001-98,"100,00",9720.0,FII,30/12/2022,BLMR11
23,FII KINEA IP-KNIP11,24.960.430/0001-13,"93.341,00",8582704.95,FII,30/12/2022,BLMR11
24,FII KINEA SC-KNSC11,35.864.448/0001-38,"156,00",13478.4,FII,30/12/2022,BLMR11
25,FII VBI LOG-LVBI11,30.629.603/0001-18,"82.192,00",8468241.76,FII,30/12/2022,BLMR11
26,FII MOGNO HG-MGCR11,35.652.204/0001-91,"25.000,00",1952750.0,FII,30/12/2022,BLMR11
27,FII MOGNO HT-MGHT11,34.197.776/0001-65,"10.924,00",578972.0,FII,30/12/2022,BLMR11
28,FII MOGNO LG-MGLG11,40.041.711/0001-29,"50.161,00",2002427.12,FII,30/12/2022,BLMR11
29,FII MAXI REN-MXRF11,97.521.225/0001-25,"989.285,00",9981885.65,FII,30/12/2022,BLMR11
30,FII BRL1778 - RBR LOG FII-RBRL11,35.705.463/0001-33,"145.247,00",12200748.0,FII,30/12/2022,BLMR11
31,FII RBR PROP-RBRP11,21.408.063/0001-51,"100,00",5099.0,FII,30/12/2022,BLMR11
32,FII RBRHGRAD-RBRR11,29.467.977/0001-03,"2.591,00",218214.02,FII,30/12/2022,BLMR11
33,FII UBS (BR)-RECR11,28.152.272/0001-26,"167,00",14659.26,FII,30/12/2022,BLMR11
34,FII ROOFTOPI-ROOF11,38.456.598/0001-09,"4.915,00",4915000.0,FII,30/12/2022,BLMR11
35,FII SANT REN-SARE11,32.903.702/0001-71,"4.135,00",280725.15,FII,30/12/2022,BLMR11
36,FII URCA REN-URPR11,34.508.872/0001-87,"462,00",46708.2,FII,30/12/2022,BLMR11
37,FII VALORAIP-VGIP11,34.197.811/0001-46,"18,00",1546.38,FII,30/12/2022,BLMR11
38,FII VALORAIP-VGIP13,34.197.811/0001-46,"4,00",343.64,FII,30/12/2022,BLMR11
39,FII VINC COR-VINO11,12.516.185/0001-70,"38.982,00",1855543.2,FII,30/12/2022,BLMR11
40,FII FATOR VE-VRTA11,11.664.201/0001-00,"100,00",8888.0,FII,30/12/2022,BLMR11
41,FII XP LOG-XPLG11,26.502.794/0001-85,"135.497,00",13425042.76,FII,30/12/2022,BLMR11
42,FII XP MALLS-XPML11,28.757.546/0001-00,"34.738,00",3323731.84,FII,30/12/2022,BLMR11
43,MEZANINO ESTRUTURADO FII,17.156.502/0001-09,"69.727,00",6541608.29,FII,30/12/2022,BLMR11
44,PRIME HOTELS FII,43.564.551/0001-90,"120.385,00",10340085.0,FII,30/12/2022,BLMR11
45,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"39.623,61",4692588.88,Outros,30/12/2022,BLMR11
0,ALZR11 - ALIANZA TRUST RENDA IMOBILIARIA FII,28.737.771/0001-85,"15.725,00",1745632.25,FII,31/12/2022,BPFF11
1,BLMC11 - BLUEMACAW CRÉDITO IMOBILIÁRIO,38.294.221/0001-92,"19.000,00",1520000.0,FII,31/12/2022,BPFF11
2,BRCO11 - BRESCO LOGÍSTICA – FII,20.748.515/0001-81,"59.000,00",5800880.0,FII,31/12/2022,BPFF11
3,BRCR11 - FII – FII BTG PACTUAL CORP. OFFICE FUND,08.924.783/0001-01,"208.600,00",12353292.0,FII,31/12/2022,BPFF11
4,BTCI11 - FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,09.552.812/0001-14,"125.145,00",10122979.05,FII,31/12/2022,BPFF11
5,BTLG11 - BTG PACTUAL LOGISTICA FII – FII,11.839.593/0001-09,"147.399,00",14798859.6,FII,31/12/2022,BPFF11
6,CACR11 - AF Invest FII - Recebiveis Imobiliarios,32.065.364/0001-46,"6.500,00",674050.0,FII,31/12/2022,BPFF11
7,CPTS11 - CAPITANIA SECURITIES II ,18.979.895/0001-13,"79.000,00",6485110.0,FII,31/12/2022,BPFF11
8,CVBI11 - FDO INV. IMOB. VBI CRI,28.729.197/0001-13,"98.000,00",8457400.0,FII,31/12/2022,BPFF11
9,EDGA11 - FII – FII EDIFÍCIO GALERIA,15.333.306/0001-37,"80.519,00",1533886.95,FII,31/12/2022,BPFF11
10,FLCR - FARIA LIMA CAPITAL RECEB. IMOB. I – FDO INV. IMOB.,33.884.145/0001-51,"20.000,00",1894000.0,FII,31/12/2022,BPFF11
11,GCRI11 - GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS FII,38.293.897/0001-61,"29.000,00",2694970.0,FII,31/12/2022,BPFF11
12,GSFI11 - General Shopping e Outlets do Brasil FII,11.769.604/0001-13,"82.510,00",412550.0,FII,31/12/2022,BPFF11
13,HGBS11 - HEDGE BRASIL SHOPPING FII,08.431.747/0001-06,"40.000,00",7605600.0,FII,31/12/2022,BPFF11
14,HGCR11 - CSHG RECEBÍVEIS IMOBILIÁRIOS FII – FII,11.160.521/0001-22,"124.000,00",12666600.0,FII,31/12/2022,BPFF11
15,HGLG11 - CSHG LOGÍSTICA FII – FII,11.728.688/0001-47,"38.500,00",6333250.0,FII,31/12/2022,BPFF11
16,HGRE11 - CSHG REAL ESTATE FII – FII,09.072.017/0001-29,"80.500,00",9902305.0,FII,31/12/2022,BPFF11
17,HGRU11 - CSHG RENDA URBANA – FII – FII,29.641.226/0001-53,"113.100,00",13819689.0,FII,31/12/2022,BPFF11
18,HOFC11 - Hedge Office Income FII,31.894.369/0001-19,"132.750,00",3735585.0,FII,31/12/2022,BPFF11
19,HSLG11 - HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.903.621/0001-71,"32.700,00",2907030.0,FII,31/12/2022,BPFF11
20,IRDM11 - FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,28.830.325/0001-10,"113,00",10435.55,FII,31/12/2022,BPFF11
21,JRDM11 - FII – FII SHOPPING JARDIM SUL,14.879.856/0001-93,"35.000,00",2835000.0,FII,31/12/2022,BPFF11
22,JSRE11 - JS REAL ESTATE MULTIGESTÃO – FII,13.371.132/0001-71,"139.000,00",10147000.0,FII,31/12/2022,BPFF11
23,KNCR11 - KINEA RENDIMENTOS IMOBILIÁRIOS FII – FII,16.706.958/0001-32,"150.500,00",14852845.0,FII,31/12/2022,BPFF11
24,KNHY11 - KINEA HIGH YIELD CRI FII – FII,30.130.708/0001-28,"54.400,00",5320864.0,FII,31/12/2022,BPFF11
25,KNIP11 - KINEA ÍNDICES DE PREÇOS FII – FII,24.960.430/0001-13,"226.000,00",20780700.0,FII,31/12/2022,BPFF11
26,LGCP11 - LOGCP INTER FII,34.598.181/0001-11,"21.200,00",1751120.0,FII,31/12/2022,BPFF11
27,MCCI11 - FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. – FII,23.648.935/0001-84,"23.800,00",2092020.0,FII,31/12/2022,BPFF11
28,MXRF11 - MAXI RENDA FII – FII,97.521.225/0001-25,"580.000,00",5852200.0,FII,31/12/2022,BPFF11
29,PORD11 - POLO FII – RECEBÍVEIS IMOB II – FII,17.156.502/0001-09,"75.500,00",6858420.0,FII,31/12/2022,BPFF11
30,RBED11 - FII RIO BRAVO RENDA EDUCACIONAL – FII,13.873.457/0001-52,"22.000,00",2589400.0,FII,31/12/2022,BPFF11
31,RBRP11 - FII RBR PROPERTIES – FII,21.408.063/0001-51,"23.100,00",1177869.0,FII,31/12/2022,BPFF11
32,RBRR11 - FII – FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"104.900,00",8834678.0,FII,31/12/2022,BPFF11
33,RCRB11 - FII RIO BRAVO RENDA CORPORATIVA,03.683.056/0001-86,"28.600,00",3635060.0,FII,31/12/2022,BPFF11
34,RECR11 - FII REC RECEBÍVEIS IMOBILIÁRIOS,28.152.272/0001-26,"38.000,00",3335640.0,FII,31/12/2022,BPFF11
35,SDIL11 - FII SDI RIO BRAVO RENDA LOGISTICA – FII,16.671.412/0001-93,"81.200,00",7729428.0,FII,31/12/2022,BPFF11
36,SNCI11 - SUNO RECEBÍVEIS IMOBILIÁRIOS,41.076.710/0001-82,"26.000,00",2559960.0,FII,31/12/2022,BPFF11
37,SPAF11 - SPA FII – FII,18.311.024/0001-27,"11.270,00",11201887.22,FII,31/12/2022,BPFF11
38,SPXS11 - FII SPX SYN,43.010.543/0001-00,"20.000,00",1890000.0,FII,31/12/2022,BPFF11
39,VCJR11 - VECTIS JUROS REAL FDO INV. IMOB. – FII,32.400.250/0001-05,"88.200,00",7982982.0,FII,31/12/2022,BPFF11
40,VGIP11 - VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII,34.197.811/0001-46,"86.000,00",7388260.0,FII,31/12/2022,BPFF11
41,VGIR11 - VALORA RE III FII – FII,29.852.732/0001-91,"515.050,00",5073242.5,FII,31/12/2022,BPFF11
42,VILG11 - VINCI LOGÍSTICA FII – FII,24.853.044/0001-22,"84.700,00",8464071.0,FII,31/12/2022,BPFF11
43,VISC11 - VINCI SHOPPING CENTERS FDO INVEST IMOB – FII,17.554.274/0001-25,"102.500,00",10887550.0,FII,31/12/2022,BPFF11
44,VRTA11 - FATOR VERITA FII – FII,11.664.201/0001-00,"81.000,00",7199280.0,FII,31/12/2022,BPFF11
45,XPCI11 - XP CREDITO IMOBILIÁRIO – FII,28.516.301/0001-91,"93.600,00",7608744.0,FII,31/12/2022,BPFF11
46,XPIN11 - XP INDUSTRIAL FII – FII,28.516.325/0001-40,"18.000,00",1328760.0,FII,31/12/2022,BPFF11
47,XPLG11 - XP LOG FII – FII,26.502.794/0001-85,"127.000,00",12583160.0,FII,31/12/2022,BPFF11
48,XPML11 - XP MALLS FII FII,28.757.546/0001-00,"92.500,00",8850400.0,FII,31/12/2022,BPFF11
0,FII BTG PACTUAL PRIME OFFICES I - FII,18.312.285/0001-61,"37.095.271,00",72675725.25,FII,31/12/2022,BRCR11
1,FUNDO DE INV IMOBILIARIO FII PRIME PORTFO,10.427.246/0001-06,"6.246.649,00",543549987.84,FII,31/12/2022,BRCR11
2,FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO G,15.333.306/0001-37,"407.028,00",7753883.4,FII,31/12/2022,BRCR11
3,FUNDO DE INVESTIMENTO IMOBILIARIO CJ - FII,23.582.914/0001-03,"52.601.278,00",136316500.62,FII,31/12/2022,BRCR11
4,FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII,23.537.203/0001-17,"78.155.673,00",118190085.4,FII,31/12/2022,BRCR11
5,FII PROJ AGUA BRANCA,03.251.720/0001-18,"109.685,00",15023554.45,FII,31/12/2022,BRCR11
6,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"1.456.599,88",5278806.67,Outros,31/12/2022,BRCR11
0,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"389.256,13",22263218.49,Outros,31/12/2022,BTAL11
0,FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS - FII,23.648.935/0001-84,"56.553,00",4971008.7,FII,31/12/2022,BTCI11
1,FII MOGNO CRI HIGH GRADE,35.652.204/0001-91,"60.000,00",4686600.0,FII,31/12/2022,BTCI11
2,HEDGE RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENT,35.507.262/0001-21,"120.193,00",9795729.5,FII,31/12/2022,BTCI11
3,MULTI SHOPPINGS FII,22.459.737/0001-00,"51.111,00",2334116.55,FII,31/12/2022,BTCI11
4,VALORA CRI INDICE DE PRECO FII - FII,34.197.811/0001-46,"135.313,00",11624739.83,FII,31/12/2022,BTCI11
5,XP CREDITO IMOBILIARIO FUNDO DE INVESTIMENTO IMOBI,28.516.301/0001-91,"240.701,00",19566584.29,FII,31/12/2022,BTCI11
6,FII KINEA INDICES DE PRECOS,24.960.430/0001-13,"293.302,00",26969118.9,FII,31/12/2022,BTCI11
7,BTG PACTUAL YIELD DI FI RF REF CP,00.840.011/0001-80,"950.555,63",35238086.26,Outros,31/12/2022,BTCI11
8,BTGP CAPITAL MARKETS FI RF,04.501.865/0001-92,"3.285.327,92",35821512.1,Outros,31/12/2022,BTCI11
0,MOGNO SUNO LOGISTICA FII,40.041.711/0001-29,"64.000,00",2554880.0,FII,31/12/2022,BTLG11
1,PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIARI,12.978.943/0001-72,"1.150.690,00",63782746.7,FII,31/12/2022,BTLG11
2,VALORA CRI INDICE DE PRECO FII - FII,34.197.811/0001-46,"2.000,00",171820.0,FII,31/12/2022,BTLG11
3,KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII,24.960.430/0001-13,"370.055,00",34026557.25,FII,31/12/2022,BTLG11
4,BTG PACTUAL YIELD DI FI RF REF CP,00.840.011/0001-80,"2.177.831,60",80614108.01,Outros,31/12/2022,BTLG11
5,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"267.361,68",966117.84,Outros,31/12/2022,BTLG11
6,ITAU RENDA FIXA REFERENCIADO DI VIP FUNDO DE INVES,05.073.650/0001-80,"352.259,94",2583556.58,Outros,31/12/2022,BTLG11
0,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"613.299,75",34996076.42,Outros,31/12/2022,BTRA11
0,ITAÚ SOBERANO REFERENCIADO DI LP FI,24..55.2.9/05/0-00,"878.405,96",47162459.96,Outros,30/06/2022,CACR11
0,ITAÚ SOBERANO RENDA FIXA SIMPLES FIC FI,06..17.5.6/96/0-00,"472.485,84",26473426.63,Outros,30/09/2022,CACR11
0,MORE RECEBÍVEIS IMOBILIÁRIOS FII FII,40.102.474/0001-69,"36.090,00",3226446.0,FII,31/03/2023,CACR11
1,ITAÚ SOBERANO RENDA FIXA SIMPLES FIC FI,06.175.696/0001-73,"132.203,83",7808914.56,Outros,31/03/2023,CACR11
0,ITAÚ SOBERANO RENDA FIXA SIMPLES FIC FI,06.175.696/0001-73,"133.523,38",7639899.67,Outros,30/12/2022,CACR11
0,AUTONOMY EDIFÍCIOS CORPORATIVOS FII,35.765.826/0001-26,"6.697,00",408517.0,FII,31/03/2023,CPFF11
1,CORE METROPOLIS FII,38.293.921/0001-62,"299,00",17940.0,FII,31/03/2023,CPFF11
2,BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,42.592.257/0001-20,"6.004,00",477918.4,FII,31/03/2023,CPFF11
3,BLUEMACAW OFFICE FUND II - FII,34.895.894/0001-47,"54,00",1133946.0,FII,31/03/2023,CPFF11
4,FII BM BRASCAN LAJES CORPORATIVAS,14.376.247/0001-11,"14.965,00",1511465.0,FII,31/03/2023,CPFF11
5,FII BTG PACTUAL SHOPPINGS,33.046.142/0001-49,"49.842,00",2791152.0,FII,31/03/2023,CPFF11
6,FII - FII BTG PACTUAL CORPORATE OFFICE FUND,08.924.783/0001-01,"23.517,00",1241227.26,FII,31/03/2023,CPFF11
7,BRIO REAL ESTATE III FII,34.895.752/0001-80,"90,00",89999.1,FII,31/03/2023,CPFF11
8,BTG PACTUAL LOGÍSTICA FII,11.839.593/0001-09,"90.567,00",8557675.83,FII,31/03/2023,CPFF11
9,CASTELLO BRANCO OFFICE PARK FII - FII,17.144.039/0001-85,"37.942,00",1410683.56,FII,31/03/2023,CPFF11
10,FII - FII CEO CYRELA COMMERCIAL PROPERTIES,15.799.397/0001-09,"1.583,00",82806.73,FII,31/03/2023,CPFF11
11,FII CENESP,13.551.286/0001-45,"3.128,00",93621.04,FII,31/03/2023,CPFF11
12,CORPORATE OFFICE PROPERTIES,48.916.699/0001-60,"30.000,00",3000000.0,FII,31/03/2023,CPFF11
13,CAIXA RIO BRAVO FUNDO DE FII II,31.887.401/0001-39,"3.038,00",188204.1,FII,31/03/2023,CPFF11
